symbol,median_dollar_volume,median_close,daily_vol_bp,tick_floor_half_bp,edge_raw_half_bp
A,261428997.6,135.05,200.53495617205414,0.37,24.243
AA,283721627.3,52.3,348.5416414396594,0.956,23.935
AAL,845471483.0,13.43,295.1685961530953,3.723,39.052
AAME,30652.1,2.53,389.0208444834845,19.763,125.308
AAMI,17782570.5,54.42,257.2172066819843,0.919,20.833
AAOI,588696500.4,87.54,870.4537044325186,0.571,89.086
AAON,89610359.8,93.44,372.61368834096766,0.535,90.857
AAP,82811068.1,53.57,372.78119654520515,0.933,53.623
AAPL,12678633955.6,272.19,159.63716674063434,0.184,15.463
AARD,1302939.0,7.25,700.7260577867813,6.897,99.069
AAUC,10794711.1,23.62,316.85075026763377,2.117,29.673
AB,9058796.5,38.44,138.28203888087788,1.301,27.58
ABAT,15726810.8,3.38,779.6919167694448,14.793,91.479
ABBV,1251705126.1,225.17,166.0920560988672,0.222,17.563
ABCB,34198374.3,80.44,142.55181744619222,0.622,28.902
ABEO,5859719.0,5.39,337.65491913275446,9.276,39.327
ABEV,76023400.2,2.88,193.89154375022304,17.361,22.389
ABG,42513801.1,219.47,201.3947008795823,0.228,38.126
ABM,20852986.1,44.48,178.71614024454877,1.124,31.449
ABNB,540304843.1,132.6,212.85431617078885,0.377,45.211
ABOS,703862.2,2.29,516.3787073136801,21.834,59.545
ABSI,16201780.0,3.67,639.6312332152526,13.624,87.933
ABT,909458436.9,110.83,168.16433952826782,0.451,24.324
ABTC,15258051.2,1.83,684.3738797686215,27.322,255.859
ABUS,5900486.5,4.45,299.9424058512545,11.236,46.061
ABVC,123878.1,1.46,538.1760936054604,34.247,79.135
ABX,4644784.5,8.71,350.3422833406938,5.741,60.739
ACA,29685966.4,113.76,204.697676459155,0.44,26.555
ACAD,36770889.2,23.72,237.38241504737402,2.108,46.902
ACCO,2700919.1,3.93,245.29600522433338,12.723,27.003
ACCS,92565.0,8.02,379.5595825225287,6.234,151.263
ACDC,6540414.7,5.05,521.0568654597112,9.901,50.847
ACEL,3434678.6,11.44,200.78953140906395,4.371,31.331
ACET,856009.5,7.43,453.7497732723364,6.729,107.42
ACFN,334041.6,18.44,538.2804267020956,2.711,104.637
ACGL,187035111.9,94.44,132.87748712596488,0.529,21.06
ACH,2778905.4,2.83,535.8588911155263,17.668,71.154
ACHC,58508732.4,23.91,414.2311161727889,2.091,105.689
ACHR,250552540.6,6.76,454.77625058719303,7.396,68.009
ACI,109550156.4,17.12,250.4779360699573,2.921,20.252
ACIC,2170893.2,11.25,208.8232835187896,4.444,30.956
ACIU,696261.1,2.87,468.61813856136956,17.422,64.976
ACIW,34394668.8,46.7,216.35152073427545,1.071,21.815
ACLS,53869876.3,94.96,418.13789537500435,0.527,63.76
ACM,113709350.2,91.23,235.3889159718434,0.548,50.548
ACMR,62896081.2,51.23,542.0865692730356,0.976,96.008
ACN,1037135282.8,201.48,281.8527586278973,0.248,25.407
ACNB,2132488.8,50.62,150.76897574360152,0.988,33.743
ACNT,818732.0,14.44,225.19535578459542,3.463,49.506
ACOG,410114.3,6.26,413.7224161774566,7.987,97.177
ACON,154503.7,3.32,611.584169006276,15.06,108.668
ACR,390773.7,19.52,214.87820579799373,2.561,44.347
ACRE,1910849.8,4.84,225.92197990179884,10.331,30.412
ACRS,4748088.2,3.6,537.0876248178547,13.889,65.545
ACRV,828500.1,1.79,594.3626000518124,27.933,54.845
ACT,12050477.9,41.26,133.7936290632779,1.212,19.675
ACTG,867441.4,4.19,229.281058028749,11.933,26.954
ACTU,281019.0,3.06,642.7289676590996,16.34,127.522
ACU,563834.2,43.31,205.24809378057722,1.154,78.441
ACVA,20321509.0,7.29,537.3597796351781,6.859,55.64
ACXP,168344.0,2.49,713.4090496469463,20.08,88.6
AD,8717240.1,48.8,282.0476446454573,1.025,41.012
ADBE,1315269756.6,270.49,251.26483388497383,0.185,20.215
ADC,81422115.9,74.47,100.69065638654958,0.671,22.808
ADCT,2575306.2,3.65,466.72829425922714,13.699,79.173
ADEA,21399083.2,22.31,406.13559873444945,2.241,64.411
ADGM,69963.7,0.975,756.3483813503486,51.282,174.575
ADI,1160718563.7,322.12,222.1267820113581,0.155,42.086
ADIL,145113.6,1.59,601.8292050689098,31.447,227.655
ADM,236213363.5,68.64,171.73525495785736,0.728,57.087
ADMA,38879639.8,14.56,343.4625069004347,3.434,39.763
ADP,587658159.0,254.06,169.79079958534075,0.197,19.676
ADPT,33339121.5,16.11,426.5563364268579,3.104,97.288
ADSK,449607236.8,249.89,231.6713888573572,0.2,30.186
ADT,57900153.9,7.64,178.40921666094928,6.545,31.542
ADTN,15862967.1,9.75,439.20240092921557,5.128,53.568
ADUR,4438579.8,13.26,503.8450677384428,3.771,90.617
ADUS,21049270.5,110.17,184.15246687618577,0.454,46.364
ADV,1325642.4,1.74,592.1371875496119,28.736,95.453
ADVB,84932.6,4.01,946.6667502091377,12.469,258.359
AEAQ,5115.5,9.97,13.04107388444002,5.015,8.631
AEBI,2844556.6,12.36,325.10140193196037,4.045,41.312
AEE,170879710.7,106.78,107.14103682753799,0.468,11.553
AEG,39180600.6,7.86,152.747565386682,6.361,23.642
AEHR,67070139.9,37.15,763.8916744914137,1.346,70.222
AEI,39555.8,1.88,814.1941657709876,26.596,158.091
AEIS,155492292.5,285.89,387.9239120387521,0.175,49.744
AEM,455405125.0,177.75,302.1537184488066,0.281,29.939
AEMD,126901.3,2.19,691.5725487306277,22.831,184.308
AENT,200563.2,6.58,448.48085188379656,7.599,84.771
AEO,97440348.6,17.57,393.7488805540883,2.846,65.239
AEON,95181.5,0.8629,696.4204344236935,57.944,159.08
AEP,421759701.6,124.67,119.0016541555552,0.401,14.065
AER,165586773.7,141.5,164.97223693339956,0.353,13.035
AERT,111362.9,0.618,770.3135363033331,80.906,195.572
AES,121868633.0,14.45,209.58902098798137,3.46,11.148
AESI,31823306.0,11.79,393.87055977587147,4.241,67.258
AEVA,28564385.3,15.73,718.0250460457477,3.179,63.996
AEXA,1339830.3,11.32,102.13523097008466,4.417,45.939
AEYE,944128.9,7.57,434.339333321252,6.605,55.48
AFCG,502743.4,2.96,361.54739701611106,16.892,69.905
AFG,59136938.6,134.79,119.6562301405962,0.371,19.543
AFJK,139707.0,26.41,839.6892433311147,1.893,255.699
AFL,235012936.5,112.46,109.03628748651582,0.445,20.809
AFRM,334553495.6,71.43,376.1244141300939,0.7,73.586
AG,280850133.2,18.27,480.06787788164377,2.737,54.019
AGBK,2657363.0,7.12,346.0916700596275,7.022,71.982
AGCO,80588958.5,112.54,220.5275458703396,0.444,37.148
AGEN,2143566.9,3.9,534.4667894557915,12.821,25.955
AGIG,505329.7,1.66,772.6753028742334,30.12,112.253
AGIO,26866599.1,30.54,361.4644594948892,1.637,110.258
AGL,8794788.8,1.11,742.9437005754694,45.045,111.272
AGM,16651689.4,175.18,197.39930553152473,0.285,23.235
AGNC,189632487.6,10.56,130.7566310554519,4.735,17.664
AGNT,7553964.0,6.71,322.3956951495692,7.452,55.393
AGO,25722144.6,82.99,149.0277101594822,0.602,15.666
AGPU,624191.1,6.42,1014.7727563438281,7.788,129.029
AGRO,6579270.9,9.2,316.09835977256444,5.435,65.299
AGX,148479413.0,432.18,481.93757783164966,0.116,20.863
AGYS,23220905.0,106.28,340.3447160221726,0.47,81.625
AHCO,11093263.0,9.97,429.15450922405176,5.015,53.214
AHG,13550.2,1.52,552.5475662125451,32.895,299.532
AHL,10797775.7,36.965,14.606848686704438,1.353,12.127
AHR,106778314.7,49.16,161.2076152670179,1.017,34.882
AI,66302976.3,10.58,376.98202307619584,4.726,109.923
AIB,1435959.5,1.665,1085.2185677459167,30.03,137.802
AIDX,94756.7,0.95,961.1934156243561,52.632,219.955
AIFA,152263.6,0.5219,790.5313822101999,95.804,170.837
AIFC,3271529.8,1.32,684.2099840951928,37.879,102.519
AIFF,299832.0,1.59,767.0945391867212,31.447,85.703
AIFU,34001.5,2.91,708.0482490027775,17.182,199.028
AIG,288814746.4,77.07,152.13875610197158,0.649,19.364
AII,2206095.8,19.67,254.4862154161678,2.542,31.129
AIIA,11623.0,10.1,25.85637034344563,4.95,26.039
AIM,170829.1,0.8437,956.3066948536319,59.263,175.246
AIMD,59187.6,1.85,542.015218410388,27.027,62.335
AIN,14720382.7,57.85,256.67022551625683,0.864,27.517
AIOT,5332860.8,4.2,426.6542029887312,11.905,47.382
AIP,11065010.6,17.02,512.179585076018,2.938,58.514
AIR,40228922.8,108.76,271.9791421552908,0.46,38.011
AIRE,559312.5,0.5344,919.2156987591269,93.563,193.371
AIRG,296840.1,4.96,352.59851175091603,10.081,62.285
AIRI,114441.0,3.08,249.63161157059628,16.234,79.836
AIRJ,1573425.8,4.125,563.4795161786031,12.121,60.966
AIRO,4779087.4,8.98,541.4075205538913,5.568,65.29
AIRS,3055608.5,3.44,752.6858229577795,14.535,121.178
AIRT,29241.3,22.4329,364.5231173700781,2.229,126.577
AISP,1592565.9,2.79,509.91560537546076,17.921,57.633
AIT,72284706.9,279.84,162.39471824429066,0.179,24.495
AIV,7544738.2,4.31,363.9890035545311,11.601,43.946
AIXC,95372.6,1.39,750.6751888821569,35.971,137.052
AIZ,79538721.6,233.32,139.7546926462213,0.214,21.889
AJG,399995945.8,248.06,194.1779459772756,0.202,19.886
AKA,37684.5,10.84,435.29044925229533,4.613,166.262
AKAM,333275748.8,99.89,358.81840002593555,0.501,46.572
AKBA,4717803.4,1.4,518.8876309494798,35.714,115.668
AKTS,5514581.4,20.43,437.65706059104514,2.447,867.865
AKTX,125327.0,0.85,940.9450419431843,58.824,179.841
ALAB,1003635627.5,186.68,615.6969848658035,0.268,90.553
ALB,343347822.3,141.05,365.59871729689075,0.354,37.875
ALCO,797280.0,39.82,150.035308360498,1.256,32.625
ALDX,3022010.1,4.14,523.0914375909831,12.077,81.428
ALEC,1667815.7,2.0,504.8773020354768,25.0,93.872
ALG,21916123.9,170.1,202.97858941927518,0.294,25.992
ALGM,72207242.8,35.47,410.0152188405383,1.41,85.869
ALGN,169331973.0,166.87,245.22959002357257,0.3,38.078
ALGS,523933.5,7.09,557.1098545761745,7.052,79.19
ALGT,37734114.1,82.835,383.53941725649076,0.604,53.47
ALH,17039033.0,24.01,230.77813382127707,2.082,46.664
ALHC,56711479.2,18.27,386.79522612367856,2.737,62.979
ALIT,19751205.6,1.97,598.8611656697167,25.381,41.272
ALK,147985978.2,47.26,321.51216806642776,1.058,29.825
ALKT,26119299.9,19.08,294.34223509010343,2.621,51.803
ALL,316119354.6,210.68,156.2252278320281,0.237,17.583
ALLE,143206112.3,160.28,171.90561386568032,0.312,18.397
ALLO,9351692.8,1.85,533.0203698935878,27.027,79.171
ALLR,178742.1,1.26,501.15612826748827,39.683,105.587
ALLY,133073834.9,42.34,186.24638735770725,1.181,29.956
ALMS,23280406.8,22.86,474.69798496387523,2.187,75.149
ALMU,7537838.9,16.58,745.9174808071991,3.016,89.103
ALNT,11938312.6,63.32,362.8760739160058,0.79,49.425
ALNY,398005912.6,325.07,313.28968663583896,0.154,36.129
ALOY,11499507.9,9.88,894.1608900358545,5.061,98.46
ALPS,25360.7,0.9,698.4668821218826,55.556,252.389
ALRM,20169263.5,50.12,193.20144990071958,0.998,20.205
ALRS,3408130.4,24.465,146.74803874648708,2.044,25.524
ALSN,88968655.0,113.86,190.59942175889233,0.439,36.741
ALT,10994672.7,3.57,439.83164347468187,14.006,53.37
ALTG,1223102.3,6.43,402.0806678524052,7.776,60.718
ALTI,457881.8,3.84,411.74317253264246,13.021,70.191
ALTO,4705648.6,3.96,588.8713294499667,12.626,88.223
ALTS,6255960.5,1.67,733.1633889734788,29.94,116.487
ALUB,8961.3,10.04,16.341182996023385,4.98,9.251
ALV,73706962.7,120.76,175.7408027969473,0.414,29.708
ALX,11734417.3,240.67,177.46110839639587,0.208,31.577
ALXO,973042.2,1.79,600.1146516685496,27.933,95.632
ALZN,103498.9,1.89,491.9826551687012,26.455,83.356
AM,47453367.5,21.26,128.38974868639133,2.352,35.712
AMAL,5600994.6,39.08,177.26343984898725,1.279,22.426
AMAT,2455722976.2,352.46,368.2024323054284,0.142,75.69
AMBO,31683.7,2.46,620.3927446991437,20.325,242.613
AMBP,5181879.2,4.11,214.47429430894763,12.165,40.021
AMBQ,8685957.0,32.4,513.7543072977976,1.543,48.017
AMC,48369010.7,1.96,506.6175819823502,25.51,43.895
AMCI,319872.0,6.38,1080.5144171321683,7.837,173.24
AMCX,3748262.8,8.43,299.63888141456374,5.931,41.293
AMD,10033501126.9,240.56,440.85077806274626,0.208,126.842
AME,260049130.0,224.71,145.56920699074857,0.223,29.261
AMG,90016384.1,300.91,205.63476561403417,0.166,26.308
AMGN,860261539.6,343.99,183.88115083034222,0.145,20.852
AMH,86142900.0,32.08,125.34081942537009,1.559,27.084
AMIX,149763.7,0.663,803.0153974537295,75.415,185.075
AMKR,197296425.8,48.13,492.1414901666039,1.039,61.429
AMLX,19837058.8,14.35,485.18527971953677,3.484,54.771
AMN,19455857.1,20.41,406.7668810699669,2.45,52.155
AMOD,136852.2,0.87,699.3975250044056,57.471,146.507
AMP,269009820.6,479.36,159.95511380714734,0.104,22.693
AMPG,2340381.6,3.44,737.4873399447033,14.535,81.771
AMPH,9735817.4,23.18,335.70768040676046,2.157,59.883
AMPL,14618843.2,9.69,406.4595870399652,5.16,35.389
AMPX,93262582.9,11.85,659.1679191288933,4.219,74.851
AMPY,3401086.3,4.83,380.41521308100727,10.352,46.798
AMR,46295856.5,180.8,350.78382650570836,0.277,51.282
AMRC,15009419.4,29.41,442.1673195157865,1.7,64.058
AMRN,1030579.1,14.84,273.899388903953,3.369,26.484
AMRX,22002815.8,12.88,209.00321276536863,3.882,29.566
AMRZ,164412797.4,52.94,233.36235118225753,0.944,30.398
AMS,24055.5,2.07,397.3765486631688,24.155,104.79
AMSC,33495488.0,33.78,538.3615469989987,1.48,94.085
AMSF,6246146.0,34.47,188.3452367327252,1.451,12.957
AMST,70505.2,1.83,674.2808375180831,27.322,146.494
AMT,534272678.6,179.12,164.8155085378966,0.279,24.223
AMTB,5544244.4,21.89,190.68069252898604,2.284,30.653
AMTM,45924342.0,24.17,288.5359497083527,2.069,49.375
AMTX,1868383.1,1.88,592.3068192668786,26.596,107.77
AMWL,520851.9,6.04,425.3593610134918,8.278,48.243
AMZE,472326.2,0.3037,926.1682272848068,164.636,212.26
AMZN,9896704232.3,234.34,212.72869323501038,0.213,27.036
AN,77943301.0,204.08,183.6567004602644,0.245,31.928
ANAB,23863216.8,53.36,471.15313066570434,0.937,106.144
ANDE,18593673.6,65.71,228.97669637393597,0.761,31.788
ANDG,9099361.0,34.995,386.28495701146073,1.429,71.006
ANET,1098071998.2,145.29,343.7959321619189,0.344,33.141
ANF,127729792.6,91.93,419.5396087567231,0.544,25.545
ANGI,8096501.1,7.92,529.3735071873725,6.313,39.225
ANGO,4525578.7,11.72,268.5546704599309,4.266,89.145
ANGX,3730325.4,4.2,720.2866357418518,11.905,36.37
ANIK,1347958.9,14.18,306.4307574565058,3.526,67.012
ANIP,26546525.8,80.98,191.26522237814908,0.617,40.921
ANIX,502013.8,3.13,459.91690724606514,15.974,68.205
ANNA,301730.1,3.22,709.4714676564308,15.528,189.695
ANNX,11740147.1,5.17,475.3180673001074,9.671,51.144
ANRO,5944791.4,19.98,586.9515753645728,2.503,77.978
ANTX,406649.3,2.97,563.9789712987601,16.835,85.713
ANVS,1371798.3,2.17,579.6108271081026,23.041,80.513
AOMR,791631.9,8.88,153.78275768590578,5.631,37.404
AON,419389522.9,343.2,172.88629517168349,0.146,37.935
AORT,15412785.4,37.48,319.64056300470776,1.334,31.561
AOS,87500535.2,65.79,169.62998246272815,0.76,24.557
AOUT,512919.2,9.03,410.14818760387413,5.537,41.821
AP,942132.8,7.54,544.2719925879401,6.631,67.278
APA,186897326.0,32.36,289.64167749788584,1.545,32.238
APAM,24106686.9,41.48,169.0231675023078,1.205,25.206
APC,2435257.4,18.895,206.8362984140364,2.646,51.283
APD,325082346.8,282.85,165.53961348917497,0.177,22.649
APEI,10862250.2,45.23,273.9825788364518,1.105,56.952
APG,104034899.3,41.19,186.98788667614733,1.214,35.586
APH,1107322761.5,139.36,284.49500004399545,0.359,66.797
APLD,659618979.4,29.87,642.8195896394294,1.674,60.791
APLE,35284686.4,12.42,140.08459474844193,4.026,27.119
APO,464736800.2,129.53,233.1720297669375,0.386,27.812
APOG,7348077.4,38.42,260.11546081146633,1.301,69.592
APP,2450701227.0,492.98,473.7761438845011,0.101,39.125
APPF,62795771.6,195.965,271.99979619366997,0.255,66.124
APPN,22915991.3,28.15,401.65330913587263,1.776,58.134
APPS,15975734.1,5.22,578.63060183176,9.579,90.072
APRE,79440.8,0.8601,562.175947479976,58.133,160.46
APT,138052.9,4.84,311.1374541396224,10.331,62.087
APTV,163721463.7,72.36,274.1290789052437,0.691,31.407
APUS,84156.2,1.84,928.3007379205671,27.174,199.031
APVO,252877.2,4.37,678.090477972573,11.442,243.892
APWC,9966.6,1.6599,370.79158305046036,30.122,121.308
APXT,306776.0,9.99,14.283857194648007,5.005,12.927
APYX,338636.0,3.78,484.3376203068543,13.228,54.515
AQB,36871.7,0.9802,573.5537386255969,51.01,148.014
AQMS,232350.6,4.6,802.8933296096391,10.87,106.52
AQN,24746117.2,5.96,161.63286845116698,8.389,32.582
AQST,10334441.4,4.25,536.5728857349511,11.765,50.012
AR,167182342.5,34.9,233.09678632571564,1.433,36.662
ARAI,435393.3,1.05,793.9560725007457,47.619,92.001
ARAY,609596.0,0.4903,668.0565717432191,101.978,133.132
ARCB,31657090.0,100.51,297.76613403990797,0.497,44.099
ARCC,102582682.8,19.52,126.4636861697465,2.561,16.486
ARCI,33933.7,9.98,14.385634197272099,5.01,23.426
ARCO,8789049.3,8.02,206.69656414130785,6.234,25.844
ARCT,4064769.9,7.58,467.1141411764362,6.596,61.393
ARDT,3987154.0,9.69,370.07437084406075,5.16,79.91
ARDX,17804775.3,5.83,378.96933653427345,8.576,63.41
ARE,106301879.3,51.45,299.7230901502976,0.972,25.711
AREC,7432545.1,2.62,739.9151030523982,19.084,107.539
ARES,306867594.9,138.06,277.45175326431206,0.362,44.866
ARHS,11399199.0,8.94,336.2381237338993,5.593,52.735
ARI,11891094.2,10.28,280.9325441817813,4.864,40.814
ARIS,22823700.2,16.66,401.2961692380427,3.001,38.319
ARKO,3739520.7,5.19,352.7161870026645,9.634,32.186
ARKR,10638.6,6.75,295.3196471804133,7.407,139.53
ARL,24875.8,15.69,364.61279131966495,3.187,149.293
ARLO,16686145.9,13.93,320.5072426347176,3.589,66.661
ARMH,60637.2,60.512,450.121715868758,0.826,41.717
ARMK,105303780.8,40.53,160.85553456476148,1.234,26.356
ARMP,349785.2,6.4,664.1355831065604,7.812,100.875
AROC,50759681.4,32.7,203.83324791353547,1.529,46.89
AROW,2440155.4,33.98,161.10062968810144,1.471,27.23
ARQ,1003360.1,3.2,439.2631444890719,15.625,59.482
ARQT,36909221.1,24.78,343.2327410392321,2.018,36.598
ARR,51622780.8,16.95,141.735104430588,2.95,13.923
ARRY,45875456.2,7.97,509.1403574087198,6.274,77.172
ARTL,228016.6,1.78,848.7489265741676,28.09,134.028
ARTNA,952320.7,32.63,126.65140331377063,1.532,28.54
ARTV,1332735.6,5.47,679.0450301776335,9.141,89.751
ARTW,51804.7,2.48,420.04580056729446,20.161,113.604
ARVN,8830409.5,9.8,339.04521645604115,5.102,57.746
ARW,83525361.5,145.85,230.3066207942423,0.343,24.916
ARWR,114963733.5,66.69,374.19753122506137,0.75,44.413
ARX,16415150.6,13.71,438.12783575295924,3.647,27.807
AS,145111477.0,35.19,250.03490172006008,1.421,22.422
ASA,4864305.0,58.6,324.50094451001087,0.853,29.309
ASAN,42458093.9,8.83,405.3850136757281,5.663,45.203
ASB,50345081.1,27.17,159.45886017636118,1.84,28.865
ASBP,590898.0,1.125,1034.4230826706898,44.444,188.9
ASC,8409524.8,14.96,243.53283167310207,3.342,44.014
ASG,1192996.0,5.3,118.6934349124724,9.434,15.867
ASH,39635476.9,57.97,240.66505789772958,0.863,28.371
ASIC,1647465.1,20.24,291.581430756939,2.47,67.921
ASIX,5772101.2,19.63,334.8042425837331,2.547,18.982
ASLE,2119863.8,6.62,242.04149861432145,7.553,43.771
ASM,28741473.3,6.42,533.5182121552369,7.788,49.164
ASMB,3287590.9,28.34,374.9016755624395,1.764,47.287
ASMH,84066.4,81.23,275.3219891858148,0.616,45.435
ASND,124137262.8,223.59,230.5620561281143,0.224,47.829
ASO,74892404.8,51.05,275.73517450982723,0.979,28.413
ASPI,27308900.5,5.805,652.6529346271576,8.613,42.315
ASPN,6234547.0,4.67,549.1768175535766,10.707,57.418
ASRV,45698.3,3.68,235.43085378980317,13.587,109.714
ASST,55973516.2,9.25,876.9641445754113,5.405,204.728
ASTC,106969.3,3.83,769.1586293251676,13.055,126.453
ASTE,8841657.5,48.7,271.3688756141579,1.027,49.912
ASTH,12764835.4,29.79,420.9948249373047,1.678,15.026
ASTI,2745028.3,3.94,976.3421375472493,12.69,160.581
ASTS,1069600645.4,76.4,692.7939448934073,0.654,68.464
ASUR,760191.8,8.48,291.0185300669355,5.896,20.953
ASX,175330309.0,22.15,346.80653192009623,2.257,36.354
ASYS,4027639.7,13.75,581.8280037661409,3.636,86.459
ATAI,20492617.5,4.32,473.12614158984326,11.574,86.466
ATCH,728658.3,0.2413,846.723302891247,207.211,105.071
ATCX,118628.6,4.96,697.7870006898013,10.081,127.412
ATEC,28897349.7,12.72,448.5452089740186,3.931,80.463
ATEN,18670688.2,20.91,231.06356380613593,2.391,48.717
ATER,76066.5,0.7728,733.6763011148975,64.7,158.415
ATEX,12016685.6,37.2,378.6360110422506,1.344,37.943
ATHR,49679.2,4.31,582.6389219958252,11.601,244.086
ATI,242390362.6,147.96,256.7792670006054,0.338,34.802
ATKR,28028760.1,68.32,282.68641797147063,0.732,43.088
ATLC,4810125.6,67.09,333.9774592389451,0.745,33.0
ATLO,989317.7,27.51,124.91912455579909,1.818,31.45
ATLX,2232760.5,4.57,532.8833193927176,10.941,48.608
ATMU,34857076.3,51.63,244.08039160438338,0.968,24.036
ATNI,1535750.2,24.64,328.6808940199211,2.029,75.167
ATNM,145906.5,1.21,419.13662807542323,41.322,69.134
ATO,167017046.9,173.35,97.86889288498095,0.288,23.219
ATOM,2671414.6,4.53,843.808535171036,11.038,164.483
ATOS,386380.8,2.36,549.2563172614878,21.186,485.761
ATPC,101359.4,2.13,1114.5774438608235,23.474,129.151
ATR,55962407.3,125.98,153.2988802173484,0.397,25.994
ATRA,667974.4,9.63,588.1386444572728,5.192,67.781
ATRC,20588342.4,34.77,293.69459651540717,1.438,52.302
ATRO,37177466.8,71.47,380.1020566559637,0.7,63.589
ATS,3815320.5,27.87,321.3632200312988,1.794,25.833
ATXG,41155.3,1.0,740.8671855703436,50.0,214.173
ATYR,1165632.1,0.7591,705.6086157602193,65.867,104.005
AU,234758311.5,89.55,383.23618300418167,0.558,48.01
AUB,35589301.9,37.36,172.96400263059192,1.338,33.181
AUBN,31065.6,25.5,255.47958810800014,1.961,131.016
AUDC,937114.7,9.09,261.6498180547463,5.501,43.032
AUID,220703.3,1.24,796.8581634461108,40.323,117.231
AUNA,912128.6,5.15,267.3837941060006,9.709,57.814
AUR,100774710.0,5.23,405.7988477470834,9.56,58.338
AURA,1856410.6,6.38,351.0021580124631,7.837,35.086
AUST,167283.6,1.51,575.5372616636307,33.113,149.323
AUUD,196316.7,1.17,857.8472498261954,42.735,162.108
AVA,23588370.4,40.06,118.0442220566804,1.248,16.908
AVAH,11095988.9,8.46,307.07228968964574,5.91,66.673
AVAL,511150.5,4.35,279.889451855061,11.494,46.943
AVAT,253823.9,10.42,638.5703255857121,4.798,12.579
AVAV,255519686.8,221.57,476.72489462444287,0.226,128.422
AVBC,1218861.6,19.03,157.67467540634766,2.627,36.056
AVBH,1815337.7,28.96,109.46348614979179,1.727,23.569
AVBP,10132636.8,23.94,361.6865941277591,2.089,49.024
AVGO,8120834643.9,358.39,300.51925698044226,0.14,56.147
AVIR,1353115.1,4.36,316.50145373746983,11.468,63.623
AVNT,24539197.4,35.99,225.2535537761735,1.389,38.601
AVNW,2558208.1,21.65,397.8428874550483,2.309,53.12
AVO,8582245.0,12.63,236.16201272887074,3.959,27.061
AVPT,19624579.8,12.76,271.09248529042844,3.918,31.089
AVR,4163623.8,5.89,434.75377873636916,8.489,70.929
AVT,66814793.9,63.31,223.96969205551378,0.79,34.555
AVTR,99162039.3,11.2,329.6604550951557,4.464,79.897
AVTX,9376932.6,16.27,535.1303515354708,3.073,79.827
AVXL,4741862.4,3.67,593.6747175191321,13.624,51.569
AVY,113989132.8,170.76,157.58016724269424,0.293,24.162
AWI,64144802.5,179.87,169.4850158517525,0.278,14.481
AWK,230654183.4,132.72,139.34327146074264,0.377,30.226
AWR,19740089.6,75.33,127.91296381069597,0.664,22.533
AWRE,48579.2,1.58,444.44505161050114,31.646,126.378
AWX,12688.7,2.6,352.4802960064732,19.231,128.96
AX,29378216.7,89.21,200.06336936331044,0.56,26.638
AXG,1293094.9,3.5,513.5922682727057,14.286,85.962
AXGN,29758457.9,33.37,333.89104052093876,1.498,106.372
AXIL,88044.0,6.35,570.107339677107,7.874,229.626
AXON,429053971.5,543.55,384.91596401638884,0.092,125.385
AXP,932665532.4,337.78,168.06584959478846,0.148,24.435
AXR,147775.0,23.79,278.0332963317962,2.102,80.58
AXS,61933617.6,100.7,159.1638840778541,0.497,31.245
AXSM,104774114.5,178.9,260.2768129523134,0.279,53.427
AXTA,78986747.0,31.17,201.82350739736586,1.604,37.731
AXTI,345234137.0,41.76,941.0526930007254,1.197,153.816
AYI,97816121.0,330.59,237.7332707701559,0.151,34.122
AYTU,103461.8,2.3,332.68359084159067,21.739,92.688
AZIO,438978.0,1.65,903.3115621628624,30.303,87.746
AZN,413144424.0,184.83,184.06520157795512,0.271,31.393
AZO,579219114.8,3496.19,183.26460099914104,0.014,24.681
AZTA,19644031.6,29.52,399.87719872892967,1.694,48.294
AZTR,152899.8,0.2332,687.6113739464597,214.408,173.043
AZZ,25415169.1,128.46,199.1126657896547,0.389,54.607
B,545140968.0,40.91,305.3486057969906,1.222,57.56
BA,1409093745.1,217.8,208.13873737368294,0.23,23.598
BAC,1817187587.4,53.12,133.4506182660189,0.941,11.328
BAER,865885.1,1.89,480.43682126946027,26.455,78.493
BAFN,77399.5,6.92,400.3011878990185,7.225,114.818
BAH,156311219.4,80.33,261.32829080957964,0.622,24.598
BALL,125532473.0,57.35,160.5282203552857,0.872,28.077
BALY,978008.9,13.56,480.32477786426756,3.687,73.987
BAM,131527338.8,50.56,194.3388174954666,0.989,31.152
BANC,47342703.2,18.8,199.14524428061392,2.66,30.127
BAND,6870584.1,16.77,556.9188264798827,2.982,43.46
BANF,13627552.3,112.61,162.5413316077031,0.444,20.737
BANR,15469901.2,64.65,153.25154810366647,0.773,27.335
BANX,572742.4,20.54,100.00596067050003,2.434,22.195
BAP,105693198.4,329.81,216.69394514669213,0.152,22.232
BARK,583853.3,0.8901,465.6777490994334,56.173,97.146
BATL,5782608.5,1.35,1017.5456659685772,37.037,167.664
BATRA,2669582.9,47.46,118.77937214575672,1.054,24.849
BATRK,14876800.4,43.13,127.50985564602841,1.159,24.425
BAX,140769293.2,19.91,276.34478166791934,2.511,45.641
BB,47868088.2,4.55,375.3413255121551,10.989,67.197
BBAI,179661799.8,4.19,518.6169351106169,11.933,87.163
BBAR,11022763.0,16.02,492.1296562369551,3.121,71.214
BBCP,790438.0,7.11,306.09093013366424,7.032,54.308
BBDC,5497135.2,8.85,142.88272953673427,5.65,17.383
BBGI,243484.9,5.766,726.3241509376032,8.672,135.956
